Name	tone	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	raisedLarynxEjective	loweredLarynxImplosive	click
ʁʷː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
s̪ˤː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	-1	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ʃˤ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1
t̪ˤː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1
z̪ˤː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	-1	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1	-1	-1
ʒˤ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1	-1	-1
ʒˤː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1	-1	-1
ʎ̟̥	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	-1	-1	+1	-1	0	0	+1	+1	+1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɲ̟̥	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	+1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɑˤː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	+1	0	+1	-1	+1	-1	-1	-1	0	-1	-1	0
i̩ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
oˤː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	+1	+1	-1	+1	-1	-1	-1	0	-1	-1	0
ɔˤː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	-1	+1	-1	+1	-1	-1	-1	0	-1	-1	0
ʊˤː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	-1	+1	-1	+1	-1	-1	-1	0	-1	-1	0
ʌˤː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	-1	+1	-1	+1	-1	+1	-1	-1	-1	0	-1	-1	0
˥˩˩˥	+1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
˦˩˨	+1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɛ̠	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	-1	+1	0	+1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɤ̟̹	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	-1	0	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɯ̟	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	0	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ð̪̺	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
l̺	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	-1	-1	+1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
t̪̺	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
y̞	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	+1	-1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
j̊	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɬˠ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	+1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
äː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	-1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
d̺ʱ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
n̪ʱ	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
t̺ʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
ɫ̪	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	-1	-1	+1	-1	0	0	+1	+1	+1	-1	+1	-1	-1	-1	+1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɯ̽	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	0	-1	-1	0	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
pˤʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	+1	-1	-1	-1	+1	-1	-1	-1	-1	-1
r̺̥	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɾ̺	0	-1	-1	-1	-1	+1	+1	+1	0	+1	+1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
tsˤʰ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	+1	-1	-1	-1	+1	-1	-1	-1	-1	-1
t̠ʃˤʰ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	+1	-1	-1	-1	+1	-1	-1	-1	-1	-1
t̠ʃˤʼ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	+1	-1	-1	-1	-1	+1	-1	+1	-1	-1
t̪ˤʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	+1	-1	-1	-1	+1	-1	-1	-1	-1	-1
t̪ˤʼ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	+1	-1	-1	-1	-1	+1	-1	+1	-1	-1
vˤ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	-1	+1	-1	0	0	0	-1	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1	-1	-1
x̠	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	+1	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
œ̜	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	0	-1	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
œ̜ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	0	-1	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɔ̜	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	0	-1	-1	0	0	0	+1	-1	-1	-1	+1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɔ̜ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	0	-1	-1	0	0	0	+1	-1	-1	-1	+1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
d̪z	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
b̥ː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
bʲː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
d̥ː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
d̥z̥ʲ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
fʲː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	-1	+1	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɡ̊ː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɡʲː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ʝː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
kʲː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
l̥ʲː	0	-1	-1	-1	+1	+1	+1	+1	0	+1	-1	-1	-1	+1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
m̥ː	0	-1	-1	-1	+1	+1	+1	-1	0	-1	-1	-1	+1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
m̥ʲ	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	+1	-1	-1	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
mʲː	0	-1	-1	-1	+1	+1	+1	-1	0	-1	-1	-1	+1	-1	+1	-1	-1	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
m̥ʲː	0	-1	-1	-1	+1	+1	+1	-1	0	-1	-1	-1	+1	-1	+1	-1	-1	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
n̥ː	0	-1	-1	-1	+1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
n̥ʲː	0	-1	-1	-1	+1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ŋʲː	0	-1	-1	-1	+1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
pʲː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
r̥ː	0	-1	-1	-1	+1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
r̥ʲ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
rʲː	0	-1	-1	-1	+1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
r̥ʲː	0	-1	-1	-1	+1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʂː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
tsʲː	0	-1	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
xʲː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
zʲː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
βʲː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
d̠ʲ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
pˠ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
t̪ˠ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
t̠ʲ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
bʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
d̪ʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
ɖʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
ɡʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
ɟʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
ɯ̝	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɨ̹	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɟ̟	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɣ̊	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
v̥	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	-1	+1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʒ̊	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
i̯	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
u̯	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ʢ	0	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	+1	+1	-1	-1	-1	-1	-1
t̠ʃˤ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ɑ̝̹	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	0	-1	+1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
d̺̥	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɡ̊ʷ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
t̺ʼ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
ä̠	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	-1	+1	0	+1	-1	+1	-1	-1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ä̠ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	-1	+1	0	+1	-1	+1	-1	-1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɛ̠ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	-1	+1	0	+1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɞ̠	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	-1	+1	0	+1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɞ̠ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	-1	+1	0	+1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
œ̠	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	-1	+1	0	+1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
œ̠ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	-1	+1	0	+1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɑ̟ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	0	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
o̞̜	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	0	-1	-1	0	0	0	+1	-1	-1	-1	+1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ʊ̜	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	0	-1	-1	0	0	0	+1	+1	-1	-1	+1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
s̠	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
d̪̺	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
œ̞ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	0	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
q̺	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	0	-1	0	+1	-1	-1	-1	+1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɑ˞	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	+1	-1	+1	-1	+1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
e˞	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	+1	-1	-1	+1	-1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
n̪̩	0	-1	+1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
s̺̠	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʆ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʆʼ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
ʓ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ø̃	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	+1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	+1	-1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ø̃ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	+1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	+1	-1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ỹː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	+1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	+1	-1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
r̺ʲ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɑ̙	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	+1	0	+1	-1	+1	-1	-1	-1	0	-1	-1	0
o̞̙	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	0	+1	-1	+1	-1	-1	-1	0	-1	-1	0
ɯ̙	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	+1	+1	+1	-1	+1	-1	-1	-1	0	-1	-1	0
d̺̥z̺̥	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
